team,ft_rate,team_key,three_rate,two_rate,two_pt_pct,three_pt_pct,efg_pct,pace,off_rating,def_rating,turnover_rate,ast_rate,orb_rate,net_rating,shot_selection_balance,source_season_label,source_date
Lafayette,0.244,lafayette,0.39799999999999996,0.602,0.5,0.322,0.493,68.4,101.0,110.2,0.15,0.554,0.233,-9.200000000000003,0.15399999999999997,2025,2026-03-18
Lamar,0.209,lamar,0.33899999999999997,0.6609999999999999,0.47,0.32899999999999996,0.478,67.9,100.69999999999999,103.69999999999999,0.17600000000000002,0.554,0.342,-3.0,0.12999999999999998,2025,2026-03-18
Le Moyne,0.276,le moyne,0.408,0.5920000000000001,0.535,0.34299999999999997,0.527,70.5,102.69999999999999,104.89999999999999,0.188,0.565,0.22899999999999998,-2.200000000000003,0.13199999999999995,2025,2026-03-18
Lehigh,0.235,lehigh,0.382,0.618,0.524,0.365,0.5329999999999999,70.0,103.3,106.60000000000001,0.172,0.543,0.20800000000000002,-3.3000000000000114,0.14700000000000002,2025,2026-03-18
Liberty,0.23800000000000002,liberty,0.48,0.52,0.605,0.391,0.596,66.6,114.39999999999999,108.2,0.133,0.613,0.163,6.199999999999989,0.24199999999999997,2025,2026-03-18
Lindenwood,0.27399999999999997,lindenwood,0.307,0.693,0.496,0.294,0.48,75.3,98.8,99.7,0.18100000000000002,0.475,0.311,-0.9000000000000057,0.03300000000000003,2025,2026-03-18
Lipscomb,0.19899999999999998,lipscomb,0.479,0.521,0.545,0.35700000000000004,0.541,72.0,107.80000000000001,107.0,0.157,0.623,0.23800000000000002,0.8000000000000114,0.28,2025,2026-03-18
Little Rock,0.20600000000000002,little rock,0.31,0.69,0.479,0.353,0.494,69.2,99.6,107.2,0.18,0.514,0.297,-7.6000000000000085,0.10399999999999998,2025,2026-03-18
LIU,0.247,liu,0.29,0.71,0.529,0.361,0.5329999999999999,70.1,105.80000000000001,101.49999999999999,0.18600000000000003,0.497,0.337,4.300000000000026,0.04299999999999998,2025,2026-03-18
Long Beach St,0.225,long beach st,0.348,0.652,0.515,0.327,0.506,73.5,99.7,107.5,0.17600000000000002,0.462,0.233,-7.799999999999997,0.12299999999999997,2025,2026-03-18
Longwood,0.28800000000000003,longwood,0.348,0.652,0.511,0.314,0.49700000000000005,72.9,104.0,104.5,0.187,0.471,0.33899999999999997,-0.5,0.05999999999999994,2025,2026-03-18
Louisiana,0.215,louisiana,0.405,0.595,0.449,0.336,0.47100000000000003,66.1,96.3,106.89999999999999,0.163,0.459,0.263,-10.599999999999994,0.19000000000000003,2025,2026-03-18
Louisiana Tech,0.243,louisiana tech,0.33399999999999996,0.6659999999999999,0.49700000000000005,0.285,0.474,67.5,100.49999999999999,100.4,0.177,0.48,0.35700000000000004,0.0999999999999801,0.09099999999999997,2025,2026-03-18
Louisville,0.248,louisville,0.528,0.47200000000000003,0.597,0.35700000000000004,0.564,72.4,117.10000000000001,99.8,0.161,0.595,0.316,17.30000000000001,0.28,2025,2026-03-18
Loyola Chi,0.247,loyola chi,0.47700000000000004,0.523,0.519,0.317,0.498,67.8,98.6,111.80000000000001,0.193,0.608,0.28300000000000003,-13.200000000000017,0.23000000000000004,2025,2026-03-18
Loyola MD,0.22699999999999998,loyola md,0.47200000000000003,0.528,0.519,0.326,0.504,71.1,103.60000000000001,110.4,0.151,0.488,0.256,-6.799999999999997,0.24500000000000005,2025,2026-03-18
Loyola Mymt,0.22899999999999998,loyola mymt,0.40399999999999997,0.596,0.516,0.348,0.518,70.5,102.4,103.0,0.171,0.493,0.245,-0.5999999999999943,0.175,2025,2026-03-18
LSU,0.29600000000000004,lsu,0.345,0.655,0.545,0.331,0.528,72.0,113.1,109.00000000000001,0.153,0.525,0.32,4.09999999999998,0.04899999999999993,2025,2026-03-18
Maine,0.265,maine,0.37,0.63,0.512,0.312,0.496,66.7,91.7,102.69999999999999,0.18600000000000003,0.544,0.165,-10.999999999999986,0.10499999999999998,2025,2026-03-18
Manhattan,0.254,manhattan,0.371,0.629,0.478,0.32,0.479,70.3,103.0,113.19999999999999,0.153,0.496,0.263,-10.199999999999989,0.11699999999999999,2025,2026-03-18
Marist,0.19399999999999998,marist,0.34600000000000003,0.654,0.498,0.322,0.493,68.1,101.1,93.8,0.165,0.589,0.273,7.299999999999997,0.15200000000000005,2025,2026-03-18
Marquette,0.244,marquette,0.42100000000000004,0.579,0.526,0.318,0.505,72.9,103.2,104.0,0.156,0.578,0.273,-0.7999999999999972,0.17700000000000005,2025,2026-03-18
Marshall,0.21899999999999997,marshall,0.44299999999999995,0.557,0.546,0.368,0.5479999999999999,72.7,110.7,108.5,0.161,0.565,0.302,2.200000000000003,0.22399999999999998,2025,2026-03-18
Maryland,0.262,maryland,0.469,0.531,0.486,0.317,0.48100000000000004,68.8,101.29999999999998,111.3,0.18100000000000002,0.452,0.316,-10.000000000000014,0.20699999999999996,2025,2026-03-18
Maryland ES,0.20600000000000002,maryland es,0.335,0.665,0.499,0.29,0.478,67.3,92.80000000000001,106.3,0.233,0.565,0.307,-13.499999999999986,0.129,2025,2026-03-18
McNeese,0.284,mcneese,0.35100000000000003,0.649,0.529,0.316,0.51,69.2,111.1,96.89999999999999,0.139,0.492,0.336,14.200000000000003,0.06700000000000006,2025,2026-03-18
Memphis,0.25,memphis,0.337,0.6629999999999999,0.494,0.316,0.48700000000000004,74.1,101.49999999999999,103.49999999999999,0.183,0.498,0.331,-2.0,0.08700000000000002,2025,2026-03-18
Mercer,0.287,mercer,0.392,0.608,0.53,0.35600000000000004,0.531,71.2,112.5,109.2,0.147,0.462,0.309,3.299999999999997,0.10500000000000004,2025,2026-03-18
Mercyhurst,0.198,mercyhurst,0.311,0.6890000000000001,0.5,0.321,0.495,67.3,101.49999999999999,102.1,0.139,0.542,0.23800000000000002,-0.6000000000000085,0.11299999999999999,2025,2026-03-18
Merrimack,0.281,merrimack,0.461,0.539,0.491,0.327,0.491,66.0,103.89999999999999,100.8,0.145,0.56,0.225,3.0999999999999943,0.18,2025,2026-03-18
Miami,0.276,miami,0.317,0.6829999999999999,0.5720000000000001,0.34700000000000003,0.556,71.0,115.3,100.2,0.158,0.537,0.342,15.099999999999994,0.04099999999999998,2025,2026-03-18
Miami OH,0.293,miami oh,0.446,0.5539999999999999,0.615,0.375,0.5920000000000001,74.0,117.8,103.1,0.142,0.51,0.23,14.700000000000003,0.15300000000000002,2025,2026-03-18
Michigan,0.273,michigan,0.418,0.5820000000000001,0.61,0.36,0.581,73.4,118.30000000000001,94.3,0.163,0.607,0.345,24.000000000000014,0.14499999999999996,2025,2026-03-18
Michigan St,0.265,michigan st,0.364,0.636,0.534,0.359,0.536,68.8,114.8,99.5,0.16699999999999998,0.67,0.371,15.299999999999997,0.09899999999999998,2025,2026-03-18
Middle Tenn,0.242,middle tenn,0.45299999999999996,0.547,0.523,0.33799999999999997,0.516,69.9,105.1,106.80000000000001,0.16699999999999998,0.535,0.278,-1.700000000000017,0.21099999999999997,2025,2026-03-18
Milwaukee,0.242,milwaukee,0.381,0.619,0.508,0.32299999999999995,0.499,70.8,105.4,112.9,0.14800000000000002,0.481,0.308,-7.5,0.139,2025,2026-03-18
Minnesota,0.26,minnesota,0.47200000000000003,0.528,0.561,0.348,0.542,65.5,106.89999999999999,104.60000000000001,0.162,0.72,0.24600000000000002,2.299999999999983,0.21200000000000002,2025,2026-03-18
Miss Valley St,0.23600000000000002,miss valley st,0.302,0.698,0.456,0.295,0.452,71.7,88.1,116.7,0.214,0.529,0.24100000000000002,-28.60000000000001,0.06599999999999998,2025,2026-03-18
Mississippi,0.25,mississippi,0.355,0.645,0.508,0.332,0.504,71.5,106.1,106.5,0.136,0.501,0.258,-0.4000000000000057,0.10499999999999998,2025,2026-03-18
Mississippi St,0.231,mississippi st,0.401,0.599,0.534,0.324,0.515,73.9,105.0,110.7,0.157,0.451,0.27699999999999997,-5.700000000000003,0.17,2025,2026-03-18
Missouri,0.301,missouri,0.361,0.639,0.5710000000000001,0.35,0.5539999999999999,70.8,112.5,106.4,0.175,0.506,0.327,6.099999999999994,0.06,2025,2026-03-18
Missouri St,0.311,missouri st,0.413,0.5870000000000001,0.522,0.33,0.511,69.5,105.1,106.89999999999999,0.162,0.566,0.28,-1.7999999999999972,0.10199999999999998,2025,2026-03-18
Monmouth,0.242,monmouth,0.344,0.6559999999999999,0.48700000000000004,0.342,0.496,69.4,103.60000000000001,102.1,0.162,0.539,0.294,1.5000000000000142,0.10199999999999998,2025,2026-03-18
Montana,0.256,montana,0.418,0.5820000000000001,0.565,0.366,0.5579999999999999,72.5,104.4,106.89999999999999,0.192,0.551,0.179,-2.499999999999986,0.16199999999999998,2025,2026-03-18
Montana St,0.23,montana st,0.447,0.5529999999999999,0.531,0.361,0.536,69.1,109.4,106.3,0.145,0.399,0.251,3.1000000000000085,0.217,2025,2026-03-18
Morehead St,0.26899999999999996,morehead st,0.305,0.695,0.49700000000000005,0.32,0.49200000000000005,69.1,104.1,109.3,0.17600000000000002,0.474,0.34600000000000003,-5.200000000000003,0.03600000000000003,2025,2026-03-18
Morgan St,0.302,morgan st,0.35200000000000004,0.648,0.449,0.317,0.45799999999999996,73.5,97.6,108.89999999999999,0.171,0.522,0.268,-11.299999999999997,0.050000000000000044,2025,2026-03-18
Mt St Mary's,0.23199999999999998,mt st mary s,0.426,0.574,0.518,0.327,0.506,69.3,97.89999999999999,102.4,0.22,0.552,0.317,-4.500000000000014,0.194,2025,2026-03-18
Murray St,0.282,murray st,0.44799999999999995,0.552,0.55,0.348,0.5379999999999999,73.9,112.79999999999998,108.2,0.158,0.493,0.32299999999999995,4.59999999999998,0.16599999999999998,2025,2026-03-18
N Alabama,0.272,n alabama,0.337,0.6629999999999999,0.491,0.307,0.48,68.0,99.7,114.6,0.171,0.405,0.28300000000000003,-14.899999999999991,0.065,2025,2026-03-18
N Arizona,0.235,n arizona,0.36700000000000005,0.633,0.507,0.35600000000000004,0.517,66.7,102.1,116.39999999999999,0.157,0.51,0.21899999999999997,-14.299999999999997,0.13200000000000006,2025,2026-03-18
N Colorado,0.21,n colorado,0.415,0.585,0.581,0.35,0.557,72.9,110.9,107.1,0.151,0.533,0.24100000000000002,3.8000000000000114,0.205,2025,2026-03-18
N Dakota St,0.233,n dakota st,0.42700000000000005,0.573,0.532,0.35700000000000004,0.534,70.6,112.00000000000001,100.29999999999998,0.153,0.53,0.32,11.700000000000031,0.19400000000000003,2025,2026-03-18
N Florida,0.214,n florida,0.517,0.483,0.534,0.35,0.529,73.9,104.4,121.2,0.175,0.506,0.225,-16.799999999999997,0.30300000000000005,2025,2026-03-18
N Illinois,0.266,n illinois,0.45,0.55,0.485,0.309,0.47600000000000003,70.7,93.89999999999999,111.60000000000001,0.213,0.518,0.275,-17.700000000000017,0.184,2025,2026-03-18
N Iowa,0.198,n iowa,0.396,0.604,0.5529999999999999,0.349,0.542,65.3,105.80000000000001,95.1,0.142,0.571,0.198,10.700000000000017,0.198,2025,2026-03-18
N Kentucky,0.265,n kentucky,0.449,0.551,0.555,0.336,0.532,73.1,110.7,107.69999999999999,0.159,0.555,0.305,3.000000000000014,0.184,2025,2026-03-18
N Texas,0.28600000000000003,n texas,0.32299999999999995,0.677,0.474,0.287,0.46,69.6,99.4,98.0,0.163,0.501,0.319,1.4000000000000057,0.03699999999999992,2025,2026-03-18
Navy,0.284,navy,0.331,0.669,0.529,0.36,0.532,67.2,110.3,96.8,0.165,0.618,0.303,13.5,0.04700000000000004,2025,2026-03-18
NC A&T,0.295,nc a and t,0.327,0.6729999999999999,0.523,0.316,0.507,71.3,103.60000000000001,110.1,0.18100000000000002,0.454,0.294,-6.499999999999986,0.03200000000000003,2025,2026-03-18
NC Asheville,0.285,nc asheville,0.336,0.664,0.501,0.35100000000000003,0.51,69.5,103.49999999999999,106.80000000000001,0.17,0.404,0.282,-3.3000000000000256,0.051000000000000045,2025,2026-03-18
NC Central,0.278,nc central,0.33899999999999997,0.6609999999999999,0.467,0.326,0.475,68.5,98.8,112.9,0.177,0.527,0.272,-14.100000000000009,0.06099999999999994,2025,2026-03-18
NC Greensboro,0.306,nc greensboro,0.402,0.598,0.51,0.35600000000000004,0.52,70.8,108.2,115.6,0.146,0.469,0.254,-7.3999999999999915,0.09600000000000003,2025,2026-03-18
NC State,0.266,nc st,0.439,0.561,0.531,0.38799999999999996,0.5529999999999999,71.6,116.9,106.89999999999999,0.129,0.548,0.26899999999999996,10.000000000000014,0.173,2025,2026-03-18
NC Wilmington,0.298,nc wilmington,0.389,0.611,0.488,0.35600000000000004,0.506,68.0,110.5,99.7,0.145,0.524,0.34700000000000003,10.799999999999997,0.09100000000000003,2025,2026-03-18
Nebraska,0.20800000000000002,nebraska,0.507,0.493,0.581,0.353,0.5539999999999999,69.0,111.9,95.89999999999999,0.141,0.656,0.253,16.000000000000014,0.299,2025,2026-03-18
Nevada,0.33299999999999996,nevada,0.32299999999999995,0.677,0.475,0.36200000000000004,0.49700000000000005,69.3,109.5,103.3,0.146,0.572,0.305,6.200000000000003,-0.010000000000000009,2025,2026-03-18
New Hampshire,0.215,new hampshire,0.431,0.569,0.474,0.305,0.467,70.5,94.5,108.3,0.162,0.443,0.237,-13.799999999999997,0.216,2025,2026-03-18
New Haven,0.231,new haven,0.39799999999999996,0.602,0.51,0.302,0.48700000000000004,64.7,95.0,104.2,0.17300000000000001,0.497,0.192,-9.200000000000003,0.16699999999999995,2025,2026-03-18
New Mexico,0.26899999999999996,new mexico,0.418,0.5820000000000001,0.5329999999999999,0.361,0.536,71.6,111.7,99.9,0.151,0.526,0.289,11.799999999999997,0.14900000000000002,2025,2026-03-18
New Mexico St,0.261,new mexico st,0.387,0.613,0.485,0.324,0.485,69.9,105.60000000000001,105.5,0.146,0.493,0.311,0.10000000000000853,0.126,2025,2026-03-18
New Orleans,0.314,new orleans,0.337,0.6629999999999999,0.506,0.318,0.496,72.4,103.0,107.3,0.198,0.525,0.336,-4.299999999999997,0.02300000000000002,2025,2026-03-18
Niagara,0.196,niagara,0.405,0.595,0.505,0.337,0.505,65.1,97.1,110.00000000000001,0.184,0.6,0.21600000000000003,-12.90000000000002,0.20900000000000002,2025,2026-03-18
Nicholls,0.251,nicholls,0.439,0.561,0.512,0.33299999999999996,0.506,69.9,101.49999999999999,108.3,0.17,0.521,0.27,-6.800000000000011,0.188,2025,2026-03-18
NJIT,0.243,njit,0.401,0.599,0.475,0.304,0.467,69.6,95.0,105.80000000000001,0.16699999999999998,0.457,0.23800000000000002,-10.800000000000011,0.15800000000000003,2025,2026-03-18
Norfolk St,0.304,norfolk st,0.306,0.6940000000000001,0.484,0.342,0.493,70.9,101.0,105.3,0.182,0.459,0.29600000000000004,-4.299999999999997,0.0020000000000000018,2025,2026-03-18
North Carolina,0.278,north carolina,0.423,0.5770000000000001,0.5670000000000001,0.345,0.546,70.8,112.7,100.69999999999999,0.136,0.57,0.292,12.000000000000014,0.14499999999999996,2025,2026-03-18
North Dakota,0.281,north dakota,0.406,0.594,0.49700000000000005,0.327,0.494,71.1,104.4,112.00000000000001,0.138,0.424,0.258,-7.6000000000000085,0.125,2025,2026-03-18
Northeastern,0.221,northeastern,0.37799999999999995,0.622,0.536,0.337,0.524,71.4,104.89999999999999,113.39999999999999,0.16,0.557,0.251,-8.5,0.15699999999999995,2025,2026-03-18
Northwestern,0.257,northwestern,0.34,0.66,0.529,0.33,0.517,67.3,108.60000000000001,106.89999999999999,0.127,0.658,0.256,1.700000000000017,0.08300000000000002,2025,2026-03-18
Notre Dame,0.251,notre dame,0.435,0.565,0.514,0.35600000000000004,0.523,69.5,107.1,108.3,0.165,0.474,0.293,-1.2000000000000028,0.184,2025,2026-03-18
NW State,0.28300000000000003,nw st,0.33899999999999997,0.6609999999999999,0.48,0.332,0.486,67.1,98.5,108.7,0.17800000000000002,0.507,0.233,-10.200000000000003,0.05599999999999994,2025,2026-03-18
Oakland,0.282,oakland,0.34,0.66,0.53,0.34700000000000003,0.527,73.1,111.5,113.19999999999999,0.14300000000000002,0.548,0.284,-1.6999999999999886,0.05800000000000005,2025,2026-03-18
Ohio,0.272,ohio,0.381,0.619,0.545,0.301,0.509,72.7,105.5,110.00000000000001,0.151,0.466,0.264,-4.500000000000014,0.10899999999999999,2025,2026-03-18
Ohio St,0.27699999999999997,ohio st,0.401,0.599,0.5820000000000001,0.36,0.565,68.9,115.8,105.60000000000001,0.151,0.518,0.27899999999999997,10.199999999999989,0.12400000000000005,2025,2026-03-18
Oklahoma,0.26899999999999996,oklahoma,0.43799999999999994,0.562,0.55,0.368,0.551,70.7,117.0,109.00000000000001,0.141,0.502,0.321,7.999999999999986,0.16899999999999998,2025,2026-03-18
Oklahoma St,0.29100000000000004,oklahoma st,0.35600000000000004,0.644,0.528,0.34,0.522,76.7,109.89999999999999,108.1,0.154,0.509,0.284,1.7999999999999972,0.065,2025,2026-03-18
Old Dominion,0.259,old dominion,0.36200000000000004,0.638,0.488,0.36,0.507,72.6,104.2,108.4,0.151,0.49,0.23,-4.200000000000003,0.10300000000000004,2025,2026-03-18
Omaha,0.254,omaha,0.409,0.591,0.53,0.34,0.522,70.6,104.60000000000001,109.89999999999999,0.157,0.469,0.226,-5.299999999999983,0.15499999999999997,2025,2026-03-18
Oral Roberts,0.251,oral roberts,0.456,0.544,0.511,0.32,0.49700000000000005,71.4,100.6,111.7,0.18100000000000002,0.471,0.266,-11.100000000000009,0.20500000000000002,2025,2026-03-18
Oregon,0.255,oregon,0.428,0.5720000000000001,0.505,0.321,0.495,68.3,103.69999999999999,108.2,0.172,0.59,0.308,-4.500000000000014,0.173,2025,2026-03-18
Oregon St,0.301,oregon st,0.44299999999999995,0.557,0.488,0.35,0.505,68.6,103.69999999999999,108.1,0.174,0.612,0.248,-4.400000000000006,0.14199999999999996,2025,2026-03-18
Pacific,0.221,pacific,0.353,0.647,0.513,0.358,0.522,67.9,105.1,102.89999999999999,0.195,0.58,0.32299999999999995,2.200000000000003,0.13199999999999998,2025,2026-03-18
Penn,0.26,penn,0.35,0.65,0.462,0.387,0.503,71.0,105.0,103.3,0.151,0.527,0.28600000000000003,1.7000000000000028,0.08999999999999997,2025,2026-03-18
Penn St,0.251,penn st,0.381,0.619,0.5579999999999999,0.324,0.53,68.7,107.3,115.6,0.153,0.483,0.23800000000000002,-8.299999999999997,0.13,2025,2026-03-18
Pepperdine,0.24600000000000002,pepperdine,0.392,0.608,0.48,0.314,0.47600000000000003,71.8,98.0,110.9,0.179,0.562,0.259,-12.900000000000006,0.146,2025,2026-03-18
Pittsburgh,0.228,pittsburgh,0.426,0.574,0.517,0.33399999999999996,0.51,66.6,105.89999999999999,107.80000000000001,0.16899999999999998,0.523,0.317,-1.90000000000002,0.19799999999999998,2025,2026-03-18
Portland,0.244,portland,0.354,0.6459999999999999,0.547,0.299,0.512,72.0,100.1,108.5,0.192,0.616,0.26,-8.400000000000006,0.10999999999999999,2025,2026-03-18
Portland St,0.27,portland st,0.344,0.6559999999999999,0.515,0.326,0.506,71.6,103.3,99.5,0.165,0.512,0.268,3.799999999999997,0.07399999999999995,2025,2026-03-18
Prairie View,0.306,prairie view,0.309,0.691,0.47,0.332,0.479,74.7,101.4,105.2,0.157,0.442,0.244,-3.799999999999997,0.0030000000000000027,2025,2026-03-18
Presbyterian,0.275,presbyterian,0.28,0.72,0.523,0.316,0.51,68.7,101.8,106.3,0.188,0.491,0.315,-4.5,0.0050000000000000044,2025,2026-03-18
Princeton,0.252,princeton,0.445,0.555,0.486,0.33899999999999997,0.496,66.6,101.29999999999998,108.7,0.16699999999999998,0.55,0.247,-7.40000000000002,0.193,2025,2026-03-18
Providence,0.266,providence,0.405,0.595,0.5529999999999999,0.364,0.55,76.2,111.9,110.2,0.162,0.475,0.29600000000000004,1.7000000000000028,0.139,2025,2026-03-18
Purdue,0.223,purdue,0.409,0.591,0.581,0.379,0.5760000000000001,66.7,122.39999999999999,105.1,0.133,0.668,0.35,17.299999999999997,0.18599999999999997,2025,2026-03-18
Purdue FW,0.23199999999999998,purdue fw,0.45399999999999996,0.546,0.537,0.341,0.526,70.7,105.0,111.5,0.142,0.498,0.203,-6.5,0.22199999999999998,2025,2026-03-18
Queens,0.268,queens,0.46799999999999997,0.532,0.59,0.359,0.5660000000000001,73.1,116.10000000000001,113.79999999999998,0.145,0.545,0.28600000000000003,2.3000000000000256,0.19999999999999996,2025,2026-03-18
Quinnipiac,0.253,quinnipiac,0.337,0.6629999999999999,0.467,0.34,0.48200000000000004,71.5,103.69999999999999,101.6,0.156,0.494,0.33,2.0999999999999943,0.08400000000000002,2025,2026-03-18
Radford,0.301,radford,0.45399999999999996,0.546,0.523,0.335,0.513,75.8,105.3,106.60000000000001,0.166,0.457,0.265,-1.3000000000000114,0.15299999999999997,2025,2026-03-18
Rhode Island,0.271,rhode island,0.435,0.565,0.528,0.311,0.501,68.2,102.4,99.9,0.187,0.479,0.295,2.5,0.16399999999999998,2025,2026-03-18
Rice,0.248,rice,0.441,0.5589999999999999,0.462,0.34299999999999997,0.485,70.4,102.2,109.00000000000001,0.172,0.462,0.336,-6.800000000000011,0.193,2025,2026-03-18
Richmond,0.26899999999999996,richmond,0.426,0.574,0.506,0.369,0.526,70.1,109.2,106.4,0.14,0.545,0.22899999999999998,2.799999999999997,0.15700000000000003,2025,2026-03-18
Rider,0.22699999999999998,rider,0.275,0.725,0.433,0.27699999999999997,0.428,67.2,93.2,114.3,0.165,0.443,0.309,-21.099999999999994,0.04800000000000004,2025,2026-03-18
Robert Morris,0.20800000000000002,robert morris,0.40700000000000003,0.593,0.535,0.38,0.5489999999999999,68.7,111.7,106.80000000000001,0.182,0.628,0.36700000000000005,4.8999999999999915,0.199,2025,2026-03-18
Rutgers,0.267,rutgers,0.34600000000000003,0.654,0.466,0.32799999999999996,0.475,69.0,102.3,108.89999999999999,0.147,0.506,0.28300000000000003,-6.599999999999994,0.07900000000000001,2025,2026-03-18
S Alabama,0.29,s alabama,0.366,0.634,0.5329999999999999,0.345,0.527,68.8,106.69999999999999,103.3,0.128,0.456,0.22,3.3999999999999915,0.07600000000000001,2025,2026-03-18
S Carolina St,0.28300000000000003,s carolina st,0.33299999999999996,0.667,0.44799999999999995,0.34,0.46799999999999997,71.8,93.89999999999999,112.3,0.203,0.526,0.293,-18.400000000000006,0.04999999999999993,2025,2026-03-18
S Dakota St,0.22399999999999998,s dakota st,0.38799999999999996,0.612,0.527,0.34,0.52,69.6,106.80000000000001,107.0,0.158,0.513,0.282,-0.19999999999998863,0.16399999999999998,2025,2026-03-18
S Florida,0.302,s florida,0.43799999999999994,0.562,0.519,0.331,0.509,77.1,112.79999999999998,99.0,0.147,0.588,0.35600000000000004,13.799999999999983,0.13599999999999995,2025,2026-03-18
S Illinois,0.23199999999999998,s illinois,0.292,0.708,0.522,0.278,0.49200000000000005,72.4,100.4,97.3,0.166,0.486,0.29600000000000004,3.1000000000000085,0.06,2025,2026-03-18
S Indiana,0.272,s indiana,0.397,0.603,0.43,0.299,0.43700000000000006,71.3,94.0,104.2,0.166,0.43,0.28600000000000003,-10.200000000000003,0.125,2025,2026-03-18
S Utah,0.235,s utah,0.355,0.645,0.514,0.33,0.507,72.9,99.2,111.5,0.198,0.496,0.264,-12.299999999999997,0.12,2025,2026-03-18
Sacramento St,0.301,sacramento st,0.35600000000000004,0.644,0.466,0.319,0.47,74.0,102.60000000000001,112.99999999999999,0.138,0.489,0.239,-10.399999999999977,0.05500000000000005,2025,2026-03-18
Sacred Heart,0.22899999999999998,sacred heart,0.507,0.493,0.504,0.35700000000000004,0.52,70.1,106.0,110.60000000000001,0.17300000000000001,0.586,0.266,-4.6000000000000085,0.278,2025,2026-03-18
Sam Houston,0.256,sam houston,0.36,0.64,0.504,0.373,0.524,72.5,110.2,104.69999999999999,0.162,0.521,0.331,5.500000000000014,0.10399999999999998,2025,2026-03-18
Samford,0.309,samford,0.457,0.5429999999999999,0.528,0.35600000000000004,0.531,70.9,109.80000000000001,108.60000000000001,0.131,0.552,0.22399999999999998,1.2000000000000028,0.14800000000000002,2025,2026-03-18
San Diego,0.19399999999999998,san diego,0.43700000000000006,0.563,0.508,0.34600000000000003,0.512,70.9,102.60000000000001,111.1,0.172,0.591,0.259,-8.499999999999986,0.24300000000000008,2025,2026-03-18
San Diego St,0.278,san diego st,0.33799999999999997,0.662,0.532,0.345,0.527,72.0,106.69999999999999,99.1,0.16899999999999998,0.544,0.28300000000000003,7.599999999999994,0.05999999999999994,2025,2026-03-18
San Francisco,0.29,san francisco,0.461,0.539,0.507,0.34600000000000003,0.512,69.2,106.80000000000001,106.60000000000001,0.153,0.556,0.298,0.20000000000000284,0.17100000000000004,2025,2026-03-18
San Jose St,0.251,san jose st,0.38299999999999995,0.617,0.47600000000000003,0.353,0.49700000000000005,67.4,105.0,117.5,0.14800000000000002,0.422,0.27399999999999997,-12.5,0.13199999999999995,2025,2026-03-18
Santa Clara,0.20199999999999999,santa clara,0.45,0.55,0.565,0.349,0.546,71.2,116.39999999999999,102.60000000000001,0.153,0.55,0.35,13.799999999999983,0.24800000000000003,2025,2026-03-18
SC Upstate,0.24100000000000002,sc upstate,0.35600000000000004,0.644,0.489,0.314,0.483,72.3,98.2,104.69999999999999,0.177,0.46,0.26,-6.499999999999986,0.11500000000000002,2025,2026-03-18
SE Louisiana,0.285,se louisiana,0.395,0.605,0.494,0.284,0.467,67.3,96.3,105.89999999999999,0.18,0.516,0.26899999999999996,-9.599999999999994,0.11000000000000004,2025,2026-03-18
SE Missouri St,0.28,se missouri st,0.36,0.64,0.518,0.309,0.498,71.2,102.89999999999999,101.49999999999999,0.166,0.457,0.28300000000000003,1.4000000000000057,0.07999999999999996,2025,2026-03-18
Seattle,0.251,seattle,0.39,0.61,0.49700000000000005,0.326,0.494,70.5,98.9,96.5,0.166,0.529,0.22899999999999998,2.4000000000000057,0.139,2025,2026-03-18
Seton Hall,0.26,seton hall,0.268,0.732,0.483,0.305,0.47600000000000003,68.3,102.89999999999999,95.6,0.162,0.516,0.335,7.299999999999997,0.008000000000000007,2025,2026-03-18
SF Austin,0.23199999999999998,sf austin,0.39799999999999996,0.602,0.504,0.358,0.517,68.4,109.60000000000001,97.5,0.138,0.485,0.318,12.100000000000009,0.16599999999999998,2025,2026-03-18
Siena,0.254,siena,0.319,0.6809999999999999,0.528,0.304,0.506,65.9,107.1,99.7,0.157,0.53,0.303,7.3999999999999915,0.065,2025,2026-03-18
SIU Edward,0.226,siu edward,0.36200000000000004,0.638,0.478,0.35,0.495,68.1,99.4,96.8,0.174,0.509,0.28,2.6000000000000085,0.13600000000000004,2025,2026-03-18
SMU,0.23,smu,0.36,0.64,0.555,0.374,0.557,73.4,114.8,105.80000000000001,0.154,0.551,0.32799999999999996,8.999999999999986,0.12999999999999998,2025,2026-03-18
South Carolina,0.273,south carolina,0.444,0.556,0.532,0.311,0.503,70.2,106.69999999999999,108.89999999999999,0.141,0.529,0.251,-2.200000000000003,0.17099999999999999,2025,2026-03-18
South Dakota,0.32,south dakota,0.359,0.6409999999999999,0.507,0.32299999999999995,0.499,74.1,105.2,110.3,0.162,0.461,0.262,-5.099999999999994,0.03899999999999998,2025,2026-03-18
Southern,0.28800000000000003,southern,0.322,0.6779999999999999,0.478,0.34700000000000003,0.491,73.7,103.3,108.80000000000001,0.162,0.526,0.295,-5.500000000000014,0.033999999999999975,2025,2026-03-18
Southern Miss,0.302,southern miss,0.287,0.713,0.513,0.289,0.49,71.7,103.2,104.4,0.18,0.438,0.308,-1.2000000000000028,-0.015000000000000013,2025,2026-03-18
St Bonaventure,0.225,st bonaventure,0.313,0.687,0.508,0.374,0.524,69.8,109.2,108.1,0.165,0.552,0.32,1.1000000000000085,0.088,2025,2026-03-18
